Region,Division,District,SchoolID,School.Name,Street.Address,Province,Municipality,Legislative.District,Barangay
Region IX,Sulu,Indanan,134295,Badjao Elementary school,Talatak sitio,SULU,INDANAN,1st District,BATO-BATO
Region IX,Sulu,Indanan,134296,Bato-Bato ES,"Bato-Bato Indanan, Sulu",SULU,INDANAN,1st District,BATO-BATO
Region IX,Sulu,Indanan,134298,Bunot Elementary School,Km.10,SULU,INDANAN,1st District,BUNUT
Region IX,Sulu,Indanan,134299,Bwansa Elementary School,LAWM AD,SULU,INDANAN,1st District,BUANZA
Region IX,Sulu,Indanan,134300,Cmdr. Bara Jalaidi (Karawan) PS,Karawan,SULU,INDANAN,1st District,KARAWAN
Region IX,Sulu,Indanan,134301,Dayuan Primary School,KM 8,SULU,INDANAN,1st District,TIMBANGAN
Region IX,Sulu,Indanan,134302,Ikih Elementary School,Andihih,SULU,INDANAN,1st District,MALIMBAYA
Region IX,Sulu,Indanan,134303,Kagay Elementary School,kagay,SULU,INDANAN,1st District,KAGAY
Region IX,Sulu,Indanan,134304,Upper Kajatian ES,"Km. 2,",SULU,INDANAN,1st District,KAJATIAN
Region IX,Sulu,Indanan,134306,Kasambuhan Village Elementary School,"Km.4, Kasambuhan Village.",SULU,INDANAN,1st District,TAGBAK
Region IX,Sulu,Indanan,134307,Lower Kajatian Elementary School,KM 2,SULU,INDANAN,1st District,KAJATIAN
Region IX,Sulu,Indanan,134308,KUPPONG ES,KM17,SULU,INDANAN,1st District,KUPPONG
Region IX,Sulu,Indanan,134309,Langpas Elementary School,N/A,SULU,INDANAN,1st District,LANGPAS
Region IX,Sulu,Indanan,134310,Lugmah Elementary School,"Bunot , Indanan,Sulu",SULU,INDANAN,1st District,BUNUT
Region IX,Sulu,Indanan,134311,Maharadja Abduraup Elem.School,Subah Datu,SULU,INDANAN,1st District,BUANZA
Region IX,Sulu,Indanan,134313,Manilop ES,-,SULU,INDANAN,1st District,MANILOP
Region IX,Sulu,Indanan,134314,Mukammali ES,"Sagay, Langpas, Indanan, Sulu",SULU,INDANAN,1st District,LANGPAS
Region IX,Sulu,Indanan,134316,Palan Elementary School,kilometer 9,SULU,INDANAN,1st District,ADJID
Region IX,Sulu,Indanan,134318,Panglima Indanan Central School,Lampaki,SULU,INDANAN,1st District,LICUP
Region IX,Sulu,Indanan,134319,Panglima Mammah Elem. School,-,SULU,INDANAN,1st District,TAGBAK
Region IX,Sulu,Indanan,134320,Pang. Uding ES,#NAME?,SULU,INDANAN,1st District,TUBIG DAKULAH
Region IX,Sulu,Indanan,134321,Panglima Ahajan ES,Km13,SULU,INDANAN,1st District,PANABUAN
Region IX,Sulu,Indanan,134322,Panglima Misuari ES,Panglima Misuari,SULU,INDANAN,1st District,PANGLIMA MISUARI (SASAK)
Region IX,Sulu,Indanan,134323,Pasil Elementary School,Pasil,SULU,INDANAN,1st District,PASIL
Region IX,Sulu,Indanan,134325,Poblacion Elementary School,Poblacion Indanan,SULU,INDANAN,1st District,POBLACION (INDANAN)
Region IX,Sulu,Indanan,134327,Sapah Malaum Elementary School,#NAME?,SULU,INDANAN,1st District,SAPAH MALAUM
Region IX,Sulu,Indanan,134328,Sapie Elementary School,-,SULU,INDANAN,1st District,PALIGUE
Region IX,Sulu,Indanan,134329,South Sionogan Elementary School,Sionogan,SULU,INDANAN,1st District,SIONOGAN
Region IX,Sulu,Indanan,134330,Timahoe  Elementary School,"Subah Timahoe,Sionogan",SULU,INDANAN,1st District,SIONOGAN
Region IX,Sulu,Indanan,134331,Timbangan Elementary School,-,SULU,INDANAN,1st District,TIMBANGAN
Region IX,Sulu,Indanan,305029,Indanan NHS,-,SULU,INDANAN,1st District,LICUP
Region IX,Sulu,Indanan,305030,Jolo Agricultural School,Tanjung,SULU,JOLO (Capital),1st District,TULAY
Region IX,Sulu,Indanan,305032,Jolo School of Fisheries,Alat,SULU,JOLO (Capital),1st District,ALAT
Region IX,Sulu,Indanan,318402,Pasil Indanan,-,SULU,INDANAN,1st District,PASIL
Region IX,Sulu,Indanan,318403,Timbangan Indanan,"TIMBANGAN , INDANAN , SULU",SULU,INDANAN,1st District,TIMBANGAN
Region IX,Sulu,Indanan,318410,Jolo Agricultural School-Annex (Bato-Bato),Bato-Bato,SULU,INDANAN,1st District,BATO-BATO
Region IX,Sulu,Indanan,318413,Patikul NHS Annex (Danag),Danag,SULU,PATIKUL,1st District,DANAG
Region IX,Sulu,Indanan,318414,Talipao NHS Annex (Talipao Proper),-,SULU,TALIPAO,1st District,TALIPAO PROPER
Region IX,Sulu,Indanan,318415,JSF Annex (Kamlon Mem. HS),Barjaya,SULU,LUUK,1st District,NIANGKAAN
Region IX,Sulu,Jolo I,134332,Cirilo Bueno Sr. ES,"Scott Road, San Raymundo",SULU,JOLO (Capital),1st District,SAN RAYMUNDO
Region IX,Sulu,Jolo I,134333,Hadji Gulamu Rasul Elem. School,Scott Road San Raymundo,SULU,JOLO (Capital),1st District,SAN RAYMUNDO
Region IX,Sulu,Jolo I,134334,Hamid Halim ES,Scott Road San Raymundo,SULU,JOLO (Capital),1st District,SAN RAYMUNDO
Region IX,Sulu,Jolo I,134335,Muhammad Jajurie ES,-Hadji Butu Street' San Raymundo Jolo,SULU,JOLO (Capital),1st District,SAN RAYMUNDO
Region IX,Sulu,Jolo I,134336,Mohammad Tulawie CES,Scott Road,SULU,JOLO (Capital),1st District,SAN RAYMUNDO
Region IX,Sulu,Jolo I,134337,Salih Ututalum ES,"Scott Road, Sanraymundo",SULU,JOLO (Capital),1st District,SAN RAYMUNDO
Region IX,Sulu,Jolo I,134338,Salih Yusah ES,#NAME?,SULU,JOLO (Capital),1st District,SAN RAYMUNDO
Region IX,Sulu,Jolo I,217065,Sulu SPED Center,#NAME?,SULU,JOLO (Capital),1st District,SAN RAYMUNDO
Region IX,Sulu,Jolo I,305031,Jolo NHS,"Scott Road, Jolo, Sulu",SULU,JOLO (Capital),1st District,SAN RAYMUNDO
Region IX,Sulu,Jolo I,305039,Hadji Panglima Tahil National High School,"Likud Bangas,Hadji Panglima Tahil",SULU,HADJI PANGLIMA TAHIL (MARUNGGAS),1st District,BANGAS (POB.)
Region IX,Sulu,Jolo II,134341,Bus-bus Elementary School,Busbus st.,SULU,JOLO (Capital),1st District,BUS-BUS
Region IX,Sulu,Jolo II,134342,Dandan Ututalum Elementary School,Bus-Bus st.,SULU,JOLO (Capital),1st District,BUS-BUS
Region IX,Sulu,Jolo II,134343,Lambayong ES,#NAME?,SULU,JOLO (Capital),1st District,BUS-BUS
Region IX,Sulu,Jolo II,134344,Laud Lambayong ES,#NAME?,SULU,JOLO (Capital),1st District,BUS-BUS
Region IX,Sulu,Jolo II,134345,Martirez ES,#NAME?,SULU,JOLO (Capital),1st District,SAN RAYMUNDO
Region IX,Sulu,Jolo II,134346,Port Area ES,"Bus-Bus St. Jolo, Sulu",SULU,JOLO (Capital),1st District,WALLED CITY (POB.)
Region IX,Sulu,Jolo II,134347,Riverside ES,Barrio Militar,SULU,JOLO (Capital),1st District,WALLED CITY (POB.)
Region IX,Sulu,Jolo II,134348,Sheik Mustafa ES,"Buyon Street, San Raymundo",SULU,JOLO (Capital),1st District,SAN RAYMUNDO
Region IX,Sulu,Jolo III,134349,Asturias ES,"Asturias, Jolo, Sulu",SULU,JOLO (Capital),1st District,ASTURIAS
Region IX,Sulu,Jolo III,134350,Bakud CES,#NAME?,SULU,JOLO (Capital),1st District,ASTURIAS
Region IX,Sulu,Jolo III,134351,Camp Asturias ES,"Asturias, Jolo, Sulu",SULU,JOLO (Capital),1st District,ASTURIAS
Region IX,Sulu,Jolo III,134353,Jati ES,#NAME?,SULU,JOLO (Capital),1st District,ASTURIAS
Region IX,Sulu,Jolo III,134354,Kasanyangan ES,-,SULU,JOLO (Capital),1st District,ASTURIAS
Region IX,Sulu,Jolo III,134355,Laum Alat ES,Alat,SULU,JOLO (Capital),1st District,ALAT
Region IX,Sulu,Jolo III,134356,Tanjung ES,Tanjung Road,SULU,JOLO (Capital),1st District,ALAT
Region IX,Sulu,Jolo IV,134358,Bangas ES,-,SULU,HADJI PANGLIMA TAHIL (MARUNGGAS),1st District,BANGAS (POB.)
Region IX,Sulu,Jolo IV,134359,Bubuan Elementary School,-,SULU,HADJI PANGLIMA TAHIL (MARUNGGAS),1st District,BUBUAN
Region IX,Sulu,Jolo IV,134360,H.T. Abubakar Schuck ES,#NAME?,SULU,JOLO (Capital),1st District,TAKUT-TAKUT
Region IX,Sulu,Jolo IV,134361,Hj. Butu ES,HADJI BUTU STREET,SULU,JOLO (Capital),1st District,ASTURIAS
Region IX,Sulu,Jolo IV,134362,Hadji Hassiman-Higad ES,Zone 3,SULU,JOLO (Capital),1st District,TULAY
Region IX,Sulu,Jolo IV,134363,Imam Esmi Elementary School,Serantes Street,SULU,JOLO (Capital),1st District,CHINESE PIER
Region IX,Sulu,Jolo IV,134364,Kabukan ES,-,SULU,HADJI PANGLIMA TAHIL (MARUNGGAS),1st District,KABUUKAN
Region IX,Sulu,Jolo IV,134365,Kabukan II ES,-,SULU,HADJI PANGLIMA TAHIL (MARUNGGAS),1st District,KABUUKAN
Region IX,Sulu,Jolo IV,134367,Leong PS,-,SULU,HADJI PANGLIMA TAHIL (MARUNGGAS),1st District,KABUUKAN
Region IX,Sulu,Jolo IV,134369,Pag-asinan ES,-,SULU,HADJI PANGLIMA TAHIL (MARUNGGAS),1st District,BUBUAN
Region IX,Sulu,Jolo IV,134370,Rasul ES,Chinese Pier,SULU,JOLO (Capital),1st District,CHINESE PIER
Region IX,Sulu,Jolo IV,134371,SerantES ES,#NAME?,SULU,JOLO (Capital),1st District,WALLED CITY (POB.)
Region IX,Sulu,Jolo IV,134372,Suba Bangas ES,-,SULU,HADJI PANGLIMA TAHIL (MARUNGGAS),1st District,BANGAS (POB.)
Region IX,Sulu,Jolo IV,217050,Hji Hassiman ES Laud,Tulay,SULU,JOLO (Capital),1st District,TULAY
Region IX,Sulu,Maimbung,134442,Bato-Ugis ES,-,SULU,MAIMBUNG,1st District,BATO UGIS
Region IX,Sulu,Maimbung,134443,Bualo Kanjal PS,-,SULU,MAIMBUNG,1st District,LAUM MAIMBUNG
Region IX,Sulu,Maimbung,134444,Bualoh Lipid ES,-,SULU,MAIMBUNG,1st District,BUALO LIPID
Region IX,Sulu,Maimbung,134446,Datag Limbon PS,-,SULU,MAIMBUNG,1st District,RATAG LIMBON
Region IX,Sulu,Maimbung,134448,Ipil ES,Ipil,SULU,MAIMBUNG,1st District,IPIL
Region IX,Sulu,Maimbung,134451,Lower Tambaking PS,-,SULU,MAIMBUNG,1st District,LOWER TAMBAKING
Region IX,Sulu,Maimbung,134452,Lagasan Asibih Elementary School,-,SULU,MAIMBUNG,1st District,LAGASAN ASIBIH
Region IX,Sulu,Maimbung,134453,Langtad ES,-,SULU,MAIMBUNG,1st District,TANDU PATONG
Region IX,Sulu,Maimbung,134454,Lapa ES,-,SULU,MAIMBUNG,1st District,LAPA
Region IX,Sulu,Maimbung,134455,Lidung ES,-,SULU,MAIMBUNG,1st District,KULASI
Region IX,Sulu,Maimbung,134458,Maimbung Higad ES,-,SULU,MAIMBUNG,1st District,POBLACION (MAIMBUNG)
Region IX,Sulu,Maimbung,134459,Matatal ES,-,SULU,MAIMBUNG,1st District,MATATAL
Region IX,Sulu,Maimbung,134461,Patao PS,#NAME?,SULU,MAIMBUNG,1st District,PATAO
Region IX,Sulu,Maimbung,134464,Sultan Jamalul Kiram CES,#NAME?,SULU,MAIMBUNG,1st District,LAUM MAIMBUNG
Region IX,Sulu,Maimbung,134465,Upper Tambaking PS,-,SULU,MAIMBUNG,1st District,UPPER TAMBAKING
Region IX,Sulu,Maimbung,134466,Tandu Patung ES,tandu patong maimbung,SULU,MAIMBUNG,1st District,TANDU PATONG
Region IX,Sulu,Maimbung,217040,Mawaji Elementary School,-,SULU,MAIMBUNG,1st District,TUBIG-SAMIN
Region IX,Sulu,Maimbung,217064,Usman  Elementary  School,"Gulangan, Maimbung Sulu",SULU,MAIMBUNG,1st District,GULANGAN
Region IX,Sulu,Maimbung,305037,Maimbung NHS-main,"Kulasi, Maimbung, Sulu",SULU,MAIMBUNG,1st District,KULASI
Region IX,Sulu,Maimbung,318408,Maimbung Technical Vocational High School,"Laum, Maimbung",SULU,MAIMBUNG,1st District,LAUM MAIMBUNG
Region IX,Sulu,Pangutaran,134487,Bangkillay ES,-,SULU,PANGUTARAN,1st District,BANGKILAY
Region IX,Sulu,Pangutaran,134488,Bowal Bowal ES,-,SULU,PANGUTARAN,1st District,SE-IPANG
Region IX,Sulu,Pangutaran,134489,Daplinan ES,-,SULU,PANGUTARAN,1st District,PANDUCAN
Region IX,Sulu,Pangutaran,134490,Kabungkagan ES,-,SULU,PANGUTARAN,1st District,LUMAH DAPDAP
Region IX,Sulu,Pangutaran,134491,Kaumpang Gilingan ES,-,SULU,PANGUTARAN,1st District,TUBIG NONOK
Region IX,Sulu,Pangutaran,134492,Kawitan ES,-,SULU,PANGUTARAN,1st District,KAWITAN
Region IX,Sulu,Pangutaran,134493,Kihi Niog ES,-,SULU,PANGUTARAN,1st District,KEHI NIOG
Region IX,Sulu,Pangutaran,134494,Kulasian PS,-,SULU,PANGUTARAN,1st District,TONGGASANG
Region IX,Sulu,Pangutaran,134495,Lantong Babag ES,Simbahan,SULU,PANGUTARAN,1st District,LANTONG BABAG
Region IX,Sulu,Pangutaran,134496,Luma Dapdap PS,-,SULU,PANGUTARAN,1st District,LUMAH DAPDAP
Region IX,Sulu,Pangutaran,134497,Lumah Kutah ES,-,SULU,PANGUTARAN,1st District,TUBIG NONOK
Region IX,Sulu,Pangutaran,134498,Husing I. Lao Memorial ES,Manubal,SULU,PANGUTARAN,1st District,SIMBAHAN (POB.)
Region IX,Sulu,Pangutaran,134499,Pagsakulan Elementary,Pagsakulan,SULU,PANGUTARAN,1st District,SE-IPANG
Region IX,Sulu,Pangutaran,134500,Pandan Niog ES,#NAME?,SULU,PANGUTARAN,1st District,PANDAN NIOG
Region IX,Sulu,Pangutaran,134501,Panducan Elementary School,-,SULU,PANGUTARAN,1st District,PANDUCAN
Region IX,Sulu,Pangutaran,134502,Pangpang Elementary School,-,SULU,PANGUTARAN,1st District,PANDUCAN
Region IX,Sulu,Pangutaran,134503,Panitikan ES,-,SULU,PANGUTARAN,1st District,PANITIKAN
Region IX,Sulu,Pangutaran,134504,Patutol ES,-,SULU,PANGUTARAN,1st District,PATUTOL
Region IX,Sulu,Pangutaran,134505,Simbahan CES,-,SULU,PANGUTARAN,1st District,SIMBAHAN (POB.)
Region IX,Sulu,Pangutaran,134506,Simigang ES,-,SULU,PANGUTARAN,1st District,LUMAH DAPDAP
Region IX,Sulu,Pangutaran,134507,Suang Buna ES,-,SULU,PANGUTARAN,1st District,SUANG BUNAH
Region IX,Sulu,Pangutaran,134508,Tong Bas ES,-,SULU,PANGUTARAN,1st District,PANDAN NIOG
Region IX,Sulu,Pangutaran,134509,Tong Gasang PS,-,SULU,PANGUTARAN,1st District,TONGGASANG
Region IX,Sulu,Pangutaran,134510,Tubig Maasin ES,-,SULU,PANGUTARAN,1st District,PANDAN NIOG
Region IX,Sulu,Pangutaran,134511,Tubig Nonok ES,-,SULU,PANGUTARAN,1st District,TUBIG NONOK
Region IX,Sulu,Pangutaran,134512,Tubig Sallang ES,-,SULU,PANGUTARAN,1st District,TUBIG SALLANG
Region IX,Sulu,Pangutaran,134513,Usadda Elementary School,-,SULU,PANGUTARAN,1st District,PANDAN NIOG
Region IX,Sulu,Pangutaran,137287,TONG KALANG PRIMARY SCHOOL,"Sitio Tong Kalang, Barangay Patutol",SULU,PANGUTARAN,2nd District,PATUTOL
Region IX,Sulu,Pangutaran,217048,Lahnagan Elementary School,-,SULU,PANGUTARAN,1st District,TUBIG SALLANG
Region IX,Sulu,Pangutaran,217049,Katibung Elementary School,-,SULU,PANGUTARAN,1st District,TUBIG SALLANG
Region IX,Sulu,Pangutaran,217068,Tikul Primary School,Tikul,SULU,PANGUTARAN,1st District,ALU BUNAH
Region IX,Sulu,Pangutaran,217069,Sangay Primary School,Sangay,SULU,PANGUTARAN,1st District,KAWITAN
Region IX,Sulu,Pangutaran,305042,Pangutaran NHS,None,SULU,PANGUTARAN,1st District,SIMBAHAN (POB.)
Region IX,Sulu,Pangutaran,318411,Pangutaran NHS Annex,-,SULU,PANGUTARAN,1st District,PANDAN NIOG
Region IX,Sulu,Parang,134514,Akuk Sangkula CES,-,SULU,PARANG,1st District,LUPA ABU
Region IX,Sulu,Parang,134515,Alu Layag Layag ES,-,SULU,PARANG,1st District,ALU LAYAG-LAYAG
Region IX,Sulu,Parang,134516,Alu Pangkoh Guimba PS,-,SULU,PARANG,1st District,ALU PANGKOH
Region IX,Sulu,Parang,134518,Bagsak PS,-,SULU,PARANG,1st District,BAGSAK
Region IX,Sulu,Parang,134519,Buka-Buka PS,-,SULU,PARANG,1st District,PAYUHAN
Region IX,Sulu,Parang,134520,Danapa PS Annex IV,-,SULU,PARANG,1st District,DANAPA
Region IX,Sulu,Parang,134522,Guimba Lagasan PS,-,SULU,PARANG,1st District,GIMBA LAGASAN
Region IX,Sulu,Parang,134523,H. Panglima Tingkahan ES,-,SULU,PARANG,1st District,KAHA
Region IX,Sulu,Parang,134524,H. Tomoay Sabdani ES,-,SULU,PARANG,1st District,LUPA ABU
Region IX,Sulu,Parang,134525,Jaika PS,-,SULU,PARANG,1st District,LAUM SUWAH
Region IX,Sulu,Parang,134526,Kahoy Sinah ES,-,SULU,PARANG,1st District,KAHOY SINAH
Region IX,Sulu,Parang,134527,Kutah Sairap Elementary School,-,SULU,PARANG,1st District,KUTAH SAIRAP
Region IX,Sulu,Parang,134528,Lagasan Higad PS,-,SULU,PARANG,1st District,LAGASAN HIGAD
Region IX,Sulu,Parang,134529,Lahi PS,-,SULU,PARANG,1st District,KANAWAY
Region IX,Sulu,Parang,134533,Lipunos ES,LIPUNOS,SULU,PARANG,1st District,LIPUNOS
Region IX,Sulu,Parang,134534,Lower Sampunay PS,-,SULU,PARANG,1st District,LOWER SAMPUNAY
Region IX,Sulu,Parang,134535,Lumbaan Mahabah ES,-,SULU,PARANG,1st District,LUMBAAN MAHABA
Region IX,Sulu,Parang,134537,Pang. Dammang PS Annex III,-,SULU,PARANG,1st District,BIID
Region IX,Sulu,Parang,134538,Paugan PS Annex II,-,SULU,PARANG,1st District,PAUGAN
Region IX,Sulu,Parang,134539,Saldang ES,-,SULU,PARANG,1st District,SALDANG
Region IX,Sulu,Parang,134540,Sampunay PS Annex I,-,SULU,PARANG,1st District,SAMPUNAY
Region IX,Sulu,Parang,134541,Silangkan ES,-,SULU,PARANG,1st District,SILANGKAN
Region IX,Sulu,Parang,134544,Tukay PS,TUKAY,SULU,PARANG,1st District,TUKAY
Region IX,Sulu,Parang,134545,Utoh Laja Sangkula ES,-,SULU,PARANG,1st District,TUMANGAS
Region IX,Sulu,Parang,217004,TaingTing PS,-,SULU,PARANG,1st District,TAINGTING
Region IX,Sulu,Parang,217006,Badjao PS,-,SULU,PARANG,1st District,LUNGAN GITONG
Region IX,Sulu,Parang,217007,Linuho PS,-,SULU,PARANG,1st District,LINUHO
Region IX,Sulu,Parang,217043,Lawm Buwahan PS,-,SULU,PARANG,1st District,LAUM BUWAHAN
Region IX,Sulu,Parang,217044,Hji Matingka Hashim PS,-,SULU,PARANG,1st District,LAUM SUWAH
Region IX,Sulu,Parang,305043,Parang NHS,"Sarapuddin  Drive, Lupah Abu",SULU,PARANG,1st District,LUPA ABU
Region IX,Sulu,Parang,318412,Parang NHS Annex (Silangkan),"Silangkan, Parang, Sulu",SULU,PARANG,1st District,SILANGKAN
Region IX,Sulu,Patikul,134546,Anuling ES,#NAME?,SULU,PATIKUL,1st District,ANULING
Region IX,Sulu,Patikul,134548,Bunbun PS,-,SULU,PATIKUL,1st District,BONBON
Region IX,Sulu,Patikul,134550,Danag ES,"danag patikul,sulu",SULU,PATIKUL,1st District,DANAG
Region IX,Sulu,Patikul,134551,Datu Uddin Bahjin Central School,TAGLIBI,SULU,PATIKUL,1st District,TAGLIBI (POB.)
Region IX,Sulu,Patikul,134552,Don Jose Godinez ES,#NAME?,SULU,PATIKUL,1st District,LATIH
Region IX,Sulu,Patikul,134553,Gandasuli ES,-,SULU,PATIKUL,1st District,UMANGAY
Region IX,Sulu,Patikul,134554,Igasan Elementary School,"Brgy. Igasan, Patikul",SULU,PATIKUL,1st District,IGASAN
Region IX,Sulu,Patikul,134555,Kadday Mampalam ES,#NAME?,SULU,PATIKUL,1st District,KADDAY MAMPALLAM
Region IX,Sulu,Patikul,134556,Kasulutan ES,#NAME?,SULU,PATIKUL,1st District,GANDASULI
Region IX,Sulu,Patikul,134557,Kaunayan ES,Kaunayan,SULU,PATIKUL,1st District,KAUNAYAN
Region IX,Sulu,Patikul,134558,Kawmpang ES,Capitol Site,SULU,PATIKUL,1st District,BANGKAL
Region IX,Sulu,Patikul,134559,Latih ES,"Latih Patikul,Sulu",SULU,PATIKUL,1st District,LATIH
Region IX,Sulu,Patikul,134560,Liang Elementary school,"Liang, Patikul< Sulu",SULU,PATIKUL,1st District,LIANG
Region IX,Sulu,Patikul,134562,Mudjunun Elementary School,Mudjunun,SULU,PATIKUL,1st District,LANGHUB
Region IX,Sulu,Patikul,134563,Patikul Higad Elementary School,-,SULU,PATIKUL,1st District,PATIKUL HIGAD
Region IX,Sulu,Patikul,134566,Tanum ES,-,SULU,PATIKUL,1st District,TANUM
Region IX,Sulu,Patikul,134568,tuup elementary school,TAUNG,SULU,PATIKUL,1st District,TAUNG
Region IX,Sulu,Patikul,137277,PANSUL PRIMARY SCHOOL,"Sitio Pansul Proper Patikul, Sulu",SULU,PATIKUL,1st District,PATIKUL HIGAD
Region IX,Sulu,Patikul,137278,DARAYAN PRIMARY SCHOOL,"Sitio Darayan, Buhanginan, Patikul, Sulu",SULU,PATIKUL,1st District,BUHANGINAN (DARAYAN)
Region IX,Sulu,Patikul,137279,ASIMAL PRIMARY SCHOOL,"Sitio Batad, Maligay Patikul, SULU",SULU,PATIKUL,1st District,MALIGAY
Region IX,Sulu,Patikul,137280,TUGAS PRIMARY SCHOOL,"Sitio Kan-Aking, Tugas, Patikul, Sulu",SULU,PATIKUL,1st District,TUGAS
Region IX,Sulu,Patikul,137281,HADJI GAFUR PRIMARY SCHOOL,"Barangay Langhub Bakong, Patikul, Sulu",SULU,PATIKUL,1st District,LANGHUB
Region IX,Sulu,Patikul,137282,KANTATANG PRIMARY SCHOOL,"Sitio Darayan, Patikul, Sulu",SULU,PATIKUL,1st District,BUHANGINAN (DARAYAN)
Region IX,Sulu,Patikul,137283,TUWAK PRIMARY SCHOOL,"Sitio Tuwak, Barangay Bon-Bon, Patikul, Sulu",SULU,PATIKUL,1st District,BONBON
Region IX,Sulu,Patikul,137284,PANGLAYAHAN PRIMARY SCHOOL,"Sitio Lantaka, Panglayahan, Patikul, Sulu",SULU,PATIKUL,1st District,PANGLAYAHAN
Region IX,Sulu,Patikul,137285,BAKONG PRIMARY SCHOOL,"Sitio Kantimbunan, Bakong, Patikul, Sulu",SULU,PATIKUL,1st District,BAKONG
Region IX,Sulu,Patikul,137286,BUNGKAUNG PRIMARY SCHOOL,"Sitio Panding, Bungkaung, Patikul, Sulu",SULU,PATIKUL,1st District,BUNGKAUNG
Region IX,Sulu,Patikul,217042,KAN-AGUE ELEMENTARY SCHOOL,-,SULU,PATIKUL,1st District,KAN AGUE
Region IX,Sulu,Patikul,217052,Tandu Dagmay Elementary School,TANDU-BAGUA,SULU,PATIKUL,1st District,TANDU-BAGUA
Region IX,Sulu,Patikul,217067,Usaw Primary School,Usaw,SULU,PATIKUL,1st District,TIMPOK
Region IX,Sulu,Patikul,217070,Amman Elementary School,Amman,SULU,PATIKUL,1st District,BANGKAL
Region IX,Sulu,Patikul,217071,Ahajani PS,Tambang,SULU,PATIKUL,1st District,KABBON TAKAS
Region IX,Sulu,Patikul,305045,Patikul NHS,taglibi,SULU,PATIKUL,1st District,KADDAY MAMPALLAM
Region IX,Sulu,Patikul,305046,Sulu National High School,Capitol Site,SULU,PATIKUL,1st District,BANGKAL
Region IX,Sulu,Talipao,134620,Abdurasad Maddas ES,#NAME?,SULU,TALIPAO,1st District,MARSADA
Region IX,Sulu,Talipao,134621,Ablayan Elementary School,-,SULU,TALIPAO,1st District,MAUBOH
Region IX,Sulu,Talipao,134622,Bagsak Elementary School,-,SULU,TALIPAO,1st District,BAGSAK
Region IX,Sulu,Talipao,134623,Bandang Elementary School,=,SULU,TALIPAO,1st District,BANDANG
Region IX,Sulu,Talipao,134625,Bilaan CES,Bilaan Poblacion,SULU,TALIPAO,1st District,BILAAN (POB.)
Region IX,Sulu,Talipao,134627,Buntod Elementary School,-,SULU,TALIPAO,1st District,BUNTOD
Region IX,Sulu,Talipao,134628,Buroh Elementary School,-,SULU,TALIPAO,1st District,BUROH
Region IX,Sulu,Talipao,134630,Gata Primary School,-,SULU,TALIPAO,1st District,GATA
Region IX,Sulu,Talipao,134631,Hj. Hassan Idon ES,"Andalan, Talipao, Sulu",SULU,TALIPAO,1st District,ANDALAN
Region IX,Sulu,Talipao,134632,Ibnogarib Primary School,"Tinggah, Talipao, Sulu",SULU,TALIPAO,1st District,TINGGAH
Region IX,Sulu,Talipao,134633,Kabatuhan Bilaan PS Annex III,-,SULU,TALIPAO,1st District,KABATUHAN BILAAN
Region IX,Sulu,Talipao,134634,Kagay ES,Kagay,SULU,TALIPAO,1st District,KAGAY
Region IX,Sulu,Talipao,134636,Kandaga Primary School,-,SULU,TALIPAO,1st District,KANDAGA
Region IX,Sulu,Talipao,134637,Kanlibut PS,#NAME?,SULU,TALIPAO,1st District,KANLIBOT
Region IX,Sulu,Talipao,134638,Kuhaw Primary School,-,SULU,TALIPAO,1st District,KUHAW
Region IX,Sulu,Talipao,134639,Upper Laus Primary School,-,SULU,TALIPAO,1st District,UPPER LAUS
Region IX,Sulu,Talipao,134640,Lower Laus Primary School,-,SULU,TALIPAO,1st District,LOWER LAUS
Region IX,Sulu,Talipao,134641,Lumapid ES,Sitio Lumapid Talipao Proper,SULU,TALIPAO,1st District,TALIPAO PROPER
Region IX,Sulu,Talipao,134642,Nanang Sadil PS,-,SULU,TALIPAO,1st District,TAMPAKAN
Region IX,Sulu,Talipao,134643,Pang. Karimuddin Elementary School,Lagtoh Talipao,SULU,TALIPAO,1st District,LAGTOH
Region IX,Sulu,Talipao,134644,Pantao ES,pantao,SULU,TALIPAO,1st District,PANTAO
Region IX,Sulu,Talipao,134645,Samak Elementary School,Samak Talipao Sulu,SULU,TALIPAO,1st District,SAMAK
Region IX,Sulu,Talipao,134646,Talipao Proper ES,Talipao Proper,SULU,TALIPAO,1st District,TALIPAO PROPER
Region IX,Sulu,Talipao,134648,Tiis Elementary School,-,SULU,TALIPAO,1st District,TIIS
Region IX,Sulu,Talipao,134649,Tubud Primary School,-,SULU,TALIPAO,1st District,TUBOD
Region IX,Sulu,Talipao,134650,Tuyang ES,Tuyang Talipao,SULU,TALIPAO,1st District,TUYANG
Region IX,Sulu,Talipao,217010,Kabungkol Elementary School,-,SULU,TALIPAO,1st District,KABUNGKOL
Region IX,Sulu,Talipao,217011,Lumping Pigi Dahoh P/S,-,SULU,TALIPAO,1st District,LUMPING PIGIH DAHO
Region IX,Sulu,Talipao,217012,Mampallam P/S,Labanus,SULU,TALIPAO,1st District,MAMPALLAM
Region IX,Sulu,Talipao,217032,Mahala PS,"Mahala, Talipao",SULU,TALIPAO,1st District,MAHALA
Region IX,Sulu,Talipao,217033,Liban PS,-,SULU,TALIPAO,1st District,LIBAN
