Region,Division,District,SchoolID,School.Name,Street.Address,Province,Municipality,Legislative.District,Barangay
Region X,Misamis Oriental,Kinoguitan,127875,Balingoan CS,Lapinig,MISAMIS ORIENTAL,BALINGOAN,1st District,LAPINIG (POB.)
Region X,Misamis Oriental,Kinoguitan,127878,Kabangasan ES,Kabangasan,MISAMIS ORIENTAL,BALINGOAN,1st District,KABANGASAN
Region X,Misamis Oriental,Kinoguitan,127881,Kauswagan ES,Kauswagan,MISAMIS ORIENTAL,BALINGOAN,1st District,KAUSWAGAN
Region X,Misamis Oriental,Kinoguitan,127886,Mantangale ES,Mantangale,MISAMIS ORIENTAL,BALINGOAN,1st District,MANTANGALE
Region X,Misamis Oriental,Kinoguitan,127887,Mapua ES,Mapua,MISAMIS ORIENTAL,BALINGOAN,1st District,MAPUA
Region X,Misamis Oriental,Kinoguitan,127893,San Alonzo ES,San Alonzo,MISAMIS ORIENTAL,BALINGOAN,1st District,SAN ALONZO
Region X,Misamis Oriental,Kinoguitan,201505,Bauk-Bauk ES,Bauk-Bauk,MISAMIS ORIENTAL,BALINGOAN,1st District,BAUKBAUK POB. (G.E. ANTONINO)
Region X,Misamis Oriental,Kinoguitan,201506,Kalitian ES,Kalitian,MISAMIS ORIENTAL,KINOGUITAN,1st District,KALITIAN
Region X,Misamis Oriental,Kinoguitan,201509,Dahilig ES,Dahilig,MISAMIS ORIENTAL,BALINGOAN,1st District,DAHILIG
Region X,Misamis Oriental,Kinoguitan,304070,Esperanza NHS,"Purok 4, Brgy. Esperanza",MISAMIS ORIENTAL,KINOGUITAN,1st District,ESPERANZA
Region X,Misamis Oriental,Kinoguitan,304077,Kinoguitan Nat'l Agricultural HS,"Buko Gamay, Kinoguitan, Mis. Or.",MISAMIS ORIENTAL,KINOGUITAN,1st District,BUKO
Region X,Misamis Oriental,Kinoguitan,304085,Mantangale NHS,Zone 3 Mantangale,MISAMIS ORIENTAL,BALINGOAN,1st District,MANTANGALE
Region X,Misamis Oriental,Kinoguitan,341228,Mantangale SHS,"Mantangale, Balingoan, Mis. Or.",MISAMIS ORIENTAL,BALINGOAN,1st District,MANTANGALE
Region X,Misamis Oriental,Kinoguitan,341233,Kinoguitan SHS,"Purok 3, Poblacion, Kinoguitan",MISAMIS ORIENTAL,KINOGUITAN,1st District,POBLACION
Region X,Misamis Oriental,Kinoguitan,360848,Esperanza Senior High School,"ESPERANZA, KINOGUITAN, MIS. OR.",MISAMIS ORIENTAL,KINOGUITAN,1st District,ESPERANZA
Region X,Misamis Oriental,Kinoguitan,500253,Calubo IS,Calubo,MISAMIS ORIENTAL,KINOGUITAN,1st District,CALUBO
Region X,Misamis Oriental,Kinoguitan,500522,Kabulakan IS,Centro Kabulakan,MISAMIS ORIENTAL,BALINGOAN,1st District,KABULAKAN
Region X,Misamis Oriental,Lagonglong,127741,C.Gadrinab ES,Banglay,MISAMIS ORIENTAL,LAGONGLONG,1st District,BANGLAY
Region X,Misamis Oriental,Lagonglong,127742,Dampil ES,Dampil,MISAMIS ORIENTAL,LAGONGLONG,1st District,DAMPIL
Region X,Misamis Oriental,Lagonglong,127743,Gaston ES,Gaston,MISAMIS ORIENTAL,LAGONGLONG,1st District,GASTON
Region X,Misamis Oriental,Lagonglong,127744,Kabulawan ES,Kabulawan,MISAMIS ORIENTAL,LAGONGLONG,1st District,KABULAWAN
Region X,Misamis Oriental,Lagonglong,127745,Kamansi ES,Sitio Kamansi,MISAMIS ORIENTAL,LAGONGLONG,1st District,BANGLAY
Region X,Misamis Oriental,Lagonglong,127746,Kauswagan ES,Kauswagan,MISAMIS ORIENTAL,LAGONGLONG,1st District,KAUSWAGAN
Region X,Misamis Oriental,Lagonglong,127747,Lagonglong CS,Poblacion,MISAMIS ORIENTAL,LAGONGLONG,1st District,POBLACION
Region X,Misamis Oriental,Lagonglong,127748,Lumbo ES,Lumbo,MISAMIS ORIENTAL,LAGONGLONG,1st District,LUMBO
Region X,Misamis Oriental,Lagonglong,127749,Manaol ES,Manaol,MISAMIS ORIENTAL,LAGONGLONG,1st District,MANAOL
Region X,Misamis Oriental,Lagonglong,127750,Tabok ES,Tabok,MISAMIS ORIENTAL,LAGONGLONG,1st District,TABOK
Region X,Misamis Oriental,Lagonglong,127751,Umagos ES,Umagos,MISAMIS ORIENTAL,LAGONGLONG,1st District,UMAGOS
Region X,Misamis Oriental,Lagonglong,304068,Dampil NHS,Dampil,MISAMIS ORIENTAL,LAGONGLONG,1st District,DAMPIL
Region X,Misamis Oriental,Lagonglong,315304,Lumbo NHS,Lumbo,MISAMIS ORIENTAL,LAGONGLONG,1st District,LUMBO
Region X,Misamis Oriental,Lagonglong,341234,Lagonglong SHS,"Poblacion, Lagonglong Mis. Or.",MISAMIS ORIENTAL,LAGONGLONG,1st District,POBLACION
Region X,Misamis Oriental,Libertad,127753,C.P. Garcia ES,"C.P. Garcia, Gitagum MIs. Or.",MISAMIS ORIENTAL,GITAGUM,2nd District,CARLOS P. GARCIA
Region X,Misamis Oriental,Libertad,127754,Cogon ES,Zone 3 Cogon,MISAMIS ORIENTAL,GITAGUM,2nd District,COGON
Region X,Misamis Oriental,Libertad,127755,Dulong ES,P1 National Highway  Dulong,MISAMIS ORIENTAL,LIBERTAD,2nd District,DULONG
Region X,Misamis Oriental,Libertad,127757,Gimaylan ES,Gimaylan,MISAMIS ORIENTAL,LIBERTAD,2nd District,GIMAYLAN
Region X,Misamis Oriental,Libertad,127758,Gitagum CS,"Zone 1, Poblacion Gitagum",MISAMIS ORIENTAL,GITAGUM,2nd District,POBLACION
Region X,Misamis Oriental,Libertad,127759,Natalio L. Bongcas Sr. Memorial ES,"Kilangit, Gitagum",MISAMIS ORIENTAL,GITAGUM,2nd District,KILANGIT
Region X,Misamis Oriental,Libertad,127760,Libertad CS,Poblacion,MISAMIS ORIENTAL,LIBERTAD,2nd District,POBLACION
Region X,Misamis Oriental,Libertad,127762,Matangad ES,Zone 3 Matangad,MISAMIS ORIENTAL,GITAGUM,2nd District,MATANGAD
Region X,Misamis Oriental,Libertad,127763,Pangayawan ES,"Pangayawan,Gitagum Mis. Or Pangayawan",MISAMIS ORIENTAL,GITAGUM,2nd District,PANGAYAWAN
Region X,Misamis Oriental,Libertad,127764,Quezon ES,"Purok-1, Quezon",MISAMIS ORIENTAL,GITAGUM,2nd District,QUEZON
Region X,Misamis Oriental,Libertad,127765,Retablo ES,Retablo,MISAMIS ORIENTAL,LIBERTAD,2nd District,RETABLO
Region X,Misamis Oriental,Libertad,127766,Talao ES,Gitagum Mis. Or. Tala-o,MISAMIS ORIENTAL,GITAGUM,2nd District,TALA-O
Region X,Misamis Oriental,Libertad,127767,Tangkub ES,"Purok 3, Tangkub",MISAMIS ORIENTAL,LIBERTAD,2nd District,TANGCUB
Region X,Misamis Oriental,Libertad,127768,Taytayan ES,Taytayan,MISAMIS ORIENTAL,LIBERTAD,2nd District,TAYTAYAN
Region X,Misamis Oriental,Libertad,127769,Ulab ES,"Gitagum, Mis. Or. Ulab",MISAMIS ORIENTAL,GITAGUM,2nd District,ULAB
Region X,Misamis Oriental,Libertad,201504,Kimalok ES,Kimalok,MISAMIS ORIENTAL,LIBERTAD,2nd District,KIMALOK
Region X,Misamis Oriental,Libertad,304079,Libertad NHS,Poblacion,MISAMIS ORIENTAL,LIBERTAD,2nd District,POBLACION
Region X,Misamis Oriental,Libertad,304086,Matangad NHS,"Purok 3, Matangad, Gitagum",MISAMIS ORIENTAL,GITAGUM,2nd District,MATANGAD
Region X,Misamis Oriental,Libertad,500999,G. Pelaez IS,G. Pelaez,MISAMIS ORIENTAL,GITAGUM,2nd District,GREGORIO PELAEZ (LAGUTAY)
Region X,Misamis Oriental,Libertad,501321,Lubluban IS,P2 Lubluban,MISAMIS ORIENTAL,LIBERTAD,2nd District,LUBLUBAN
Region X,Misamis Oriental,Libertad,502876,Burnay Integrated School,Burnay,MISAMIS ORIENTAL,GITAGUM,2nd District,BURNAY
Region X,Misamis Oriental,Magsaysay I (Magsaysay District),127774,Cabantian ES,Cabantian,MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),1st District,CABANTIAN
Region X,Misamis Oriental,Magsaysay I (Magsaysay District),127775,Cabubuhan ES,Cabubuhan,MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),1st District,CABUBUHAN
Region X,Misamis Oriental,Magsaysay I (Magsaysay District),127776,Cadena De Amor ES,"Purok 2, Tulang",MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),1st District,TULANG (CADENA DE AMOR)
Region X,Misamis Oriental,Magsaysay I (Magsaysay District),127778,Damayohan ES,Damayohan,MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),1st District,DAMAYUHAN
Region X,Misamis Oriental,Magsaysay I (Magsaysay District),127782,Kauswagan ES,Kauswagan,MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),1st District,KAUSWAGAN
Region X,Misamis Oriental,Magsaysay I (Magsaysay District),127785,Magsaysay CS,Kakilgan St. Poblacion,MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),1st District,POBLACION
Region X,Misamis Oriental,Magsaysay I (Magsaysay District),127787,Mindulao ES,"Purok 2, Mindulao",MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),1st District,MINDULAO
Region X,Misamis Oriental,Magsaysay I (Magsaysay District),127789,San Isidro ES,"Purok III, San Isidro",MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),1st District,SAN ISIDRO
Region X,Misamis Oriental,Magsaysay I (Magsaysay District),127790,San Vicente ES,San Vicente,MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),1st District,SAN VICENTE
Region X,Misamis Oriental,Magsaysay I (Magsaysay District),127793,Tibon-Tibon ES,Tibon-tibon,MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),1st District,TIBON-TIBON
Region X,Misamis Oriental,Magsaysay I (Magsaysay District),127795,Villa Felipa ES,Villa Felipa,MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),1st District,VILLA FELIPA
Region X,Misamis Oriental,Magsaysay I (Magsaysay District),315322,Damayuhan NHS,Brgy. Damayuhan,MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),1st District,DAMAYUHAN
Region X,Misamis Oriental,Magsaysay I (Magsaysay District),500845,Cabalawan IS,Cabalawan,MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),1st District,CABALAWAN
Region X,Misamis Oriental,Manticao,127796,Argayoso ES,"Argayoso, Manticao, Misamis Oriental Argayoso",MISAMIS ORIENTAL,MANTICAO,2nd District,ARGAYOSO
Region X,Misamis Oriental,Manticao,127797,Balintad ES,"Balintad, Manticao, Misamis Oriental Balintad",MISAMIS ORIENTAL,MANTICAO,2nd District,BALINTAD
Region X,Misamis Oriental,Manticao,127798,Cabalantian ES,"Cabalantian, Manticao, Misamis Oriental Cabalantian",MISAMIS ORIENTAL,MANTICAO,2nd District,CABALANTIAN
Region X,Misamis Oriental,Manticao,127799,Camanga ES,"Camanga, Manticao, Misamis Oriental Camanga",MISAMIS ORIENTAL,MANTICAO,2nd District,CAMANGA
Region X,Misamis Oriental,Manticao,127800,Digkilaan ES,"Digkilaan, Manticao, Misamis Oriental Digkilaan",MISAMIS ORIENTAL,MANTICAO,2nd District,DIGKILAAN
Region X,Misamis Oriental,Manticao,127801,Dunque ES,"Sagyawan, Upper Malubog",MISAMIS ORIENTAL,MANTICAO,2nd District,UPPER MALUBOG
Region X,Misamis Oriental,Manticao,127802,Magpait ES,"Magpait, Cabalantian, Manticao, Mis. Or. Cabalantian",MISAMIS ORIENTAL,MANTICAO,2nd District,CABALANTIAN
Region X,Misamis Oriental,Manticao,127805,Manticao CS,Poblacion,MISAMIS ORIENTAL,MANTICAO,2nd District,POBLACION
Region X,Misamis Oriental,Manticao,127806,Pagawan ES,"Pagawan, Manticao, Misamis Oriental Pagawan",MISAMIS ORIENTAL,MANTICAO,2nd District,PAGAWAN
Region X,Misamis Oriental,Manticao,127807,Paniangan ES,"Purok- 3, Paniangan",MISAMIS ORIENTAL,MANTICAO,2nd District,PANIANGAN
Region X,Misamis Oriental,Manticao,127808,Patag ES,Purok 4,MISAMIS ORIENTAL,MANTICAO,2nd District,PATAG
Region X,Misamis Oriental,Manticao,127810,San Isidro ES,"San Isidro, Tuod, Manticao, Misamis Oriental",MISAMIS ORIENTAL,MANTICAO,2nd District,TUOD
Region X,Misamis Oriental,Manticao,127811,Suminanap ES,"Suminanap, Pagawan, Manticao, Mis. Or. Pagawan",MISAMIS ORIENTAL,MANTICAO,2nd District,PAGAWAN
Region X,Misamis Oriental,Manticao,304064,Cabalantian NHS,"Paradise II, Cabalantian",MISAMIS ORIENTAL,MANTICAO,2nd District,CABALANTIAN
Region X,Misamis Oriental,Manticao,315307,Manticao NHS,"Manticao Pagawan, Manticao, Mis. Or.",MISAMIS ORIENTAL,MANTICAO,2nd District,PAGAWAN
Region X,Misamis Oriental,Manticao,500523,Mahayahay IS,"Mahayahay, Manticao, Misamis Oriental Mahayahay",MISAMIS ORIENTAL,MANTICAO,2nd District,MAHAYAHAY
Region X,Misamis Oriental,Manticao,501037,Malibato IS,Malibato,MISAMIS ORIENTAL,MANTICAO,2nd District,UPPER MALUBOG
Region X,Misamis Oriental,Manticao,501040,Punta Silum IS,"Punta Silum, Manticao, Misamis Oriental Punta Silum",MISAMIS ORIENTAL,MANTICAO,2nd District,PUNTA SILUM
Region X,Misamis Oriental,Manticao,501158,Tuod IS,"Purok 3, Tuod, Manticao, Misamis Oriental",MISAMIS ORIENTAL,MANTICAO,2nd District,TUOD
Region X,Misamis Oriental,Medina,127814,Bulwa ES,Bulwa,MISAMIS ORIENTAL,MEDINA,1st District,BULWA
Region X,Misamis Oriental,Medina,127815,Dig-Aguyan ES,"Dig-aguyan, Medina, Mis. Or. Dig-Aguyan",MISAMIS ORIENTAL,MEDINA,1st District,DIG-AGUYAN
Region X,Misamis Oriental,Medina,127816,Duka ES,Duka,MISAMIS ORIENTAL,MEDINA,1st District,DUKA
Region X,Misamis Oriental,Medina,127817,Gov. Pelaez ES,"Alaba Street, Cabug",MISAMIS ORIENTAL,MEDINA,1st District,CABUG
Region X,Misamis Oriental,Medina,127818,Gasa ES,"Gasa, Medina, Mis. Or.",MISAMIS ORIENTAL,MEDINA,1st District,GASA
Region X,Misamis Oriental,Medina,127819,Kibugahan ES,Purok I San Isidro,MISAMIS ORIENTAL,MEDINA,1st District,SAN ISIDRO
Region X,Misamis Oriental,Medina,127820,Labas-Pagsama ES,Labas Pagsama San Isidro,MISAMIS ORIENTAL,MEDINA,1st District,SAN ISIDRO
Region X,Misamis Oriental,Medina,127821,Maanas ES,Maanas,MISAMIS ORIENTAL,MEDINA,1st District,MAANAS
Region X,Misamis Oriental,Medina,127822,Mananum Bag-o ES,"Medina, Misamis Oriental Mananum Bag-o",MISAMIS ORIENTAL,MEDINA,1st District,MANANUM BAG-O
Region X,Misamis Oriental,Medina,127823,Medina CS,Purok 1 North Poblacion,MISAMIS ORIENTAL,MEDINA,1st District,NORTH POBLACION
Region X,Misamis Oriental,Medina,127824,Pahindong ES,Pahindong,MISAMIS ORIENTAL,MEDINA,1st District,PAHINDONG
Region X,Misamis Oriental,Medina,127825,Palaopao ES,Palaopao Mananum Bag-o,MISAMIS ORIENTAL,MEDINA,1st District,MANANUM BAG-O
Region X,Misamis Oriental,Medina,127826,Portulin ES,"Portulin, Medina, Mis. Or. Portulin",MISAMIS ORIENTAL,MEDINA,1st District,PORTULIN
Region X,Misamis Oriental,Medina,127827,San Jose ES,San Jose,MISAMIS ORIENTAL,MEDINA,1st District,SAN JOSE
Region X,Misamis Oriental,Medina,127828,San Roque ES,San Roque,MISAMIS ORIENTAL,MEDINA,1st District,SAN ROQUE
Region X,Misamis Oriental,Medina,127829,San Vicente ES,"Purok 2B, San Vicente",MISAMIS ORIENTAL,MEDINA,1st District,SAN VICENTE
Region X,Misamis Oriental,Medina,127830,Sidlakan ES,"Sidlakan, Bangbang",MISAMIS ORIENTAL,MEDINA,1st District,BANGBANG
Region X,Misamis Oriental,Medina,127831,Tambagan ES,Purok 1 Tambagan,MISAMIS ORIENTAL,MEDINA,1st District,TAMBAGAN
Region X,Misamis Oriental,Medina,127832,Tup-on ES,"Tupon, Medina, Misamis Oriental",MISAMIS ORIENTAL,MEDINA,1st District,TUP-ON
Region X,Misamis Oriental,Medina,201502,Mananum Daan ES,"Mananum Daan, Medina, Mis. Or.",MISAMIS ORIENTAL,MEDINA,1st District,MANANUM DAAN
Region X,Misamis Oriental,Medina,304089,Medina NCHS,"Ragot Street , North Poblacion",MISAMIS ORIENTAL,MEDINA,1st District,NORTH POBLACION
Region X,Misamis Oriental,Medina,304090,Don Gregorio Pelaez NHS,"Purok 5, Maanas, Medina, Mis. Or.",MISAMIS ORIENTAL,MEDINA,1st District,MAANAS
Region X,Misamis Oriental,Medina,304095,Portulin NHS,"Purok 1, Portulin",MISAMIS ORIENTAL,MEDINA,1st District,PORTULIN
Region X,Misamis Oriental,Medina,502217,Bangbang Integrated School,Purok 2 Bangbang,MISAMIS ORIENTAL,MEDINA,1st District,BANGBANG
Region X,Misamis Oriental,Opol,127833,Awang ES,"Panlablaba, Awang, Opol",MISAMIS ORIENTAL,OPOL,2nd District,AWANG
Region X,Misamis Oriental,Opol,127834,Bagocboc ES,Bagocboc,MISAMIS ORIENTAL,OPOL,2nd District,BAGOCBOC
Region X,Misamis Oriental,Opol,127835,Barra ES,Zone 2 Barra,MISAMIS ORIENTAL,OPOL,2nd District,BARRA
Region X,Misamis Oriental,Opol,127837,Binubongan ES,"Zone 10, Nahulogan, Malanang, Opol,",MISAMIS ORIENTAL,OPOL,2nd District,MALANANG
Region X,Misamis Oriental,Opol,127839,Igpit ES,Igpit,MISAMIS ORIENTAL,OPOL,2nd District,IGPIT
Region X,Misamis Oriental,Opol,127842,Luyong Bonbon ES,Luyong Bonbon,MISAMIS ORIENTAL,OPOL,2nd District,LUYONGBONBON
Region X,Misamis Oriental,Opol,127844,Megdaha ES,Megdaha Tingalan,MISAMIS ORIENTAL,OPOL,2nd District,TINGALAN
Region X,Misamis Oriental,Opol,127846,Opol CS,Vacalares Street Poblacion,MISAMIS ORIENTAL,OPOL,2nd District,POBLACION
Region X,Misamis Oriental,Opol,127847,Patag ES,"Zone4, Poblacion Patag",MISAMIS ORIENTAL,OPOL,2nd District,PATAG
Region X,Misamis Oriental,Opol,304091,Misamis Oriental General Comprehensive High School,Velez St. Barangay 29,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),2nd District,BARANGAY 29 (POB.)
Region X,Misamis Oriental,Opol,304094,Opol NSTS,"Taboc, Opol, Misamis Oriental Taboc",MISAMIS ORIENTAL,OPOL,2nd District,TABOC
Region X,Misamis Oriental,Opol,315301,Bagocboc NHS,"Poblacion, Bagocboc, Opol, Mis. Or.",MISAMIS ORIENTAL,OPOL,2nd District,BAGOCBOC
Region X,Misamis Oriental,Opol,500521,Cauyonan IS,"Zone 1, Cauyonan",MISAMIS ORIENTAL,OPOL,2nd District,CAUYONAN
Region X,Misamis Oriental,Opol,500525,Limunda IS,Zone 2 Limonda,MISAMIS ORIENTAL,OPOL,2nd District,LIMONDA
Region X,Misamis Oriental,Opol,500528,Tingalan IS,Tingalan,MISAMIS ORIENTAL,OPOL,2nd District,TINGALAN
Region X,Misamis Oriental,Opol,501039,Nangcaon IS,"Centro, Nangcaon,Opol, Mis. Or.",MISAMIS ORIENTAL,OPOL,2nd District,NANGCAON
Region X,Misamis Oriental,Opol,501254,Bayugbayogan IS,Bayugbayogan Bagocboc,MISAMIS ORIENTAL,OPOL,2nd District,BAGOCBOC
Region X,Misamis Oriental,Opol,501322,Salawaga IS,Salawaga Tingalan,MISAMIS ORIENTAL,OPOL,2nd District,TINGALAN
Region X,Misamis Oriental,Opol,501747,Malanang Integrated School,Malanang,MISAMIS ORIENTAL,OPOL,2nd District,MALANANG
Region X,Misamis Oriental,Salay,127851,Ampenican ES,Ampenican,MISAMIS ORIENTAL,SALAY,1st District,AMPENICAN
Region X,Misamis Oriental,Salay,127852,Bunal ES,"Bunal, Salay Misamis Oriental",MISAMIS ORIENTAL,SALAY,1st District,BUNAL
Region X,Misamis Oriental,Salay,127853,Guinalaban ES,Guinalaban,MISAMIS ORIENTAL,SALAY,1st District,GUINALABAN
Region X,Misamis Oriental,Salay,127854,Ili-Ilihon ES,Ili-Ilihon,MISAMIS ORIENTAL,SALAY,1st District,ILI-ILIHON
Region X,Misamis Oriental,Salay,127855,Inobulan ES,National Highway Inobulan,MISAMIS ORIENTAL,SALAY,1st District,INOBULAN
Region X,Misamis Oriental,Salay,127856,Looc ES,Looc Salay,MISAMIS ORIENTAL,SALAY,1st District,LOOC
Region X,Misamis Oriental,Salay,127857,Matampa Elementary School,Matampa,MISAMIS ORIENTAL,SALAY,1st District,MATAMPA
Region X,Misamis Oriental,Salay,127858,Mimbuli ES,Membuli,MISAMIS ORIENTAL,SALAY,1st District,MEMBULI
Region X,Misamis Oriental,Salay,127859,Salagsag ES,"Salagsag, Salay Mis. Or.",MISAMIS ORIENTAL,SALAY,1st District,SALAGSAG
Region X,Misamis Oriental,Salay,127860,Salay CS,"Purok 8, National Highway, Poblacion",MISAMIS ORIENTAL,SALAY,1st District,POBLACION
Region X,Misamis Oriental,Salay,127861,Salay River ES,Salay River 2,MISAMIS ORIENTAL,SALAY,1st District,SALAY RIVER II
Region X,Misamis Oriental,Salay,127862,Saray ES,"Purok 5, Saray",MISAMIS ORIENTAL,SALAY,1st District,SARAY
Region X,Misamis Oriental,Salay,127864,Yungod ES,"Zone 3, Yungod",MISAMIS ORIENTAL,SALAY,1st District,YUNGOD
Region X,Misamis Oriental,Salay,304080,Looc NHS,"Looc, Salay",MISAMIS ORIENTAL,SALAY,1st District,LOOC
Region X,Misamis Oriental,Salay,304096,Salay NHS,"Poblacion, Salay, Mis. Or.",MISAMIS ORIENTAL,SALAY,1st District,POBLACION
Region X,Misamis Oriental,Salay,315312,Inobulan (Honga Gue) NHS,Inobulan,MISAMIS ORIENTAL,SALAY,1st District,INOBULAN
Region X,Misamis Oriental,Salay,500250,Alipuaton IS,"Alipuaton,Salay,Misamis Oriental",MISAMIS ORIENTAL,SALAY,1st District,ALIPUATON
Region X,Misamis Oriental,Salay,500527,Tinagaan IS,Tinagaan,MISAMIS ORIENTAL,SALAY,1st District,TINAGAAN
Region X,Misamis Oriental,Tagoloan,127865,Baluarte ES,Baluarte,MISAMIS ORIENTAL,TAGOLOAN,2nd District,BALUARTE
Region X,Misamis Oriental,Tagoloan,127866,Casinglot ES,Casinglot,MISAMIS ORIENTAL,TAGOLOAN,2nd District,CASINGLOT
Region X,Misamis Oriental,Tagoloan,127867,Gracia ES,Barbero St. Sugbongcogon,MISAMIS ORIENTAL,TAGOLOAN,2nd District,GRACIA
Region X,Misamis Oriental,Tagoloan,127869,Natumolan ES,Natumolan,MISAMIS ORIENTAL,TAGOLOAN,2nd District,NATUMOLAN
Region X,Misamis Oriental,Tagoloan,127870,Rosario ES,Rosario,MISAMIS ORIENTAL,TAGOLOAN,2nd District,ROSARIO
Region X,Misamis Oriental,Tagoloan,127871,Sta. Ana ES,"ZoNE 2, Sta. Ana",MISAMIS ORIENTAL,TAGOLOAN,2nd District,SANTA ANA
Region X,Misamis Oriental,Tagoloan,127872,Sta. Cruz ES,Sta. Cruz,MISAMIS ORIENTAL,TAGOLOAN,2nd District,SANTA CRUZ
Region X,Misamis Oriental,Tagoloan,127873,Tagoloan CS,Poblacion,MISAMIS ORIENTAL,TAGOLOAN,2nd District,POBLACION
Region X,Misamis Oriental,Tagoloan,201508,Mohon ES,"Zone 3, Mohon",MISAMIS ORIENTAL,TAGOLOAN,2nd District,MOHON
Region X,Misamis Oriental,Tagoloan,304099,Sta. Ana NHS,"Zone 3, Sta. Ana",MISAMIS ORIENTAL,TAGOLOAN,2nd District,SANTA ANA
Region X,Misamis Oriental,Tagoloan,304102,Tagoloan NHS,Poblacion,MISAMIS ORIENTAL,TAGOLOAN,2nd District,POBLACION
Region X,Misamis Oriental,Tagoloan,315310,Casinglot NHS,Purok  1A,MISAMIS ORIENTAL,TAGOLOAN,2nd District,CASINGLOT
Region X,Misamis Oriental,Tagoloan,330528,Rosario NHS of Tagoloan,Barangay Rosario,MISAMIS ORIENTAL,TAGOLOAN,2nd District,ROSARIO
Region X,Misamis Oriental,Tagoloan,341231,Tagoloan Senior High School,#NAME?,MISAMIS ORIENTAL,TAGOLOAN,2nd District,POBLACION
Region X,Misamis Oriental,Tagoloan,501038,Maribojoc IS,"Maribojoc, Sta. Ana",MISAMIS ORIENTAL,TAGOLOAN,2nd District,SANTA ANA
Region X,Misamis Oriental,Talisayan,127874,Babanlagan ES,Babanlagan Poblacion,MISAMIS ORIENTAL,TALISAYAN,1st District,POBLACION
Region X,Misamis Oriental,Talisayan,127876,Bugdang ES,"Purok 3, Bugdang",MISAMIS ORIENTAL,TALISAYAN,1st District,BUGDANG
Region X,Misamis Oriental,Talisayan,127877,Carmen ES,Casibole,MISAMIS ORIENTAL,TALISAYAN,1st District,CASIBOLE
Region X,Misamis Oriental,Talisayan,127880,Kalamkam ES,Kalamkam,MISAMIS ORIENTAL,TALISAYAN,1st District,CALAMCAM
Region X,Misamis Oriental,Talisayan,127882,Luyong Baybayon ES,"Luyong Baybayon, Mintabon",MISAMIS ORIENTAL,TALISAYAN,1st District,MINTABON
Region X,Misamis Oriental,Talisayan,127884,Magkarila ES,"Purok 6, Magkarila",MISAMIS ORIENTAL,TALISAYAN,1st District,MAGKARILA
Region X,Misamis Oriental,Talisayan,127885,Mandahilag ES,Mandahilag,MISAMIS ORIENTAL,TALISAYAN,1st District,MANDAHILAG
Region X,Misamis Oriental,Talisayan,127888,Mintabon ES,Purok 1 Mintabon,MISAMIS ORIENTAL,TALISAYAN,1st District,MINTABON
Region X,Misamis Oriental,Talisayan,127889,Pangpangon ES,Pangpangon,MISAMIS ORIENTAL,TALISAYAN,1st District,PANGPANGON
Region X,Misamis Oriental,Talisayan,127890,Pook ES,Purok 1,MISAMIS ORIENTAL,TALISAYAN,1st District,POOK
Region X,Misamis Oriental,Talisayan,127891,Punta Santiago ES,Punta Santiago,MISAMIS ORIENTAL,TALISAYAN,1st District,PUNTA SANTIAGO
Region X,Misamis Oriental,Talisayan,127892,Puting Balas ES,Purok 1 Puting Balas,MISAMIS ORIENTAL,TALISAYAN,1st District,PUTING BALAS
Region X,Misamis Oriental,Talisayan,127895,Sindangan ES,Purok 1 Sindangan,MISAMIS ORIENTAL,TALISAYAN,1st District,SINDANGAN
Region X,Misamis Oriental,Talisayan,127896,Sta. Ines ES,Sta. Ines,MISAMIS ORIENTAL,TALISAYAN,1st District,SANTA INES
Region X,Misamis Oriental,Talisayan,127897,Tagbocboc ES,Purok 3,MISAMIS ORIENTAL,TALISAYAN,1st District,SIBANTANG
Region X,Misamis Oriental,Talisayan,127898,Talisayan CS,Poblacion,MISAMIS ORIENTAL,TALISAYAN,1st District,POBLACION
Region X,Misamis Oriental,Talisayan,304084,Mandahilag NHS,Purok 3 Mandahilag,MISAMIS ORIENTAL,TALISAYAN,1st District,MANDAHILAG
Region X,Misamis Oriental,Talisayan,304093,Talisayan NHS,"San Jose, Talisayan, Misamis Oriental",MISAMIS ORIENTAL,TALISAYAN,1st District,SAN JOSE
Region X,Misamis Oriental,Talisayan,304100,Sta. Ines NHS,"Purok 4, Sta. Ines, Talisayan, Misamis Oriental",MISAMIS ORIENTAL,TALISAYAN,1st District,SANTA INES
Region X,Misamis Oriental,Talisayan,341235,Sta. Ines Senior High School,Purok 1,MISAMIS ORIENTAL,TALISAYAN,1st District,SANTA INES
